timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,
1.65547E+12,397,Main menu,200,OK,Idlers 2-75,text,TRUE,,800,113,207,239,http://localhost/,397,0,0,,
1.65547E+12,534,Main menu,200,OK,Idlers 2-29,text,TRUE,,801,113,207,239,http://localhost/,534,0,1,,
1.65547E+12,333,Main menu,200,OK,Idlers 2-98,text,TRUE,,803,113,209,241,http://localhost/,333,0,1,,
1.65547E+12,431,Main menu,200,OK,Idlers 2-66,text,TRUE,,800,113,209,241,http://localhost/,431,0,0,,
1.65547E+12,205,cart,200,OK,Idlers 2-11,text,TRUE,,1843,117,210,242,http://localhost/cart,205,0,0,,
1.65547E+12,287,Main menu,200,OK,Idlers 2-116,text,TRUE,,801,113,211,244,http://localhost/,287,0,1,,
1.65547E+12,244,Main menu,200,OK,Idlers 2-131,text,TRUE,,802,113,211,244,http://localhost/,244,0,0,,
1.65547E+12,232,Main menu,200,OK,Idlers 2-136,text,TRUE,,802,113,212,245,http://localhost/,232,0,0,,
1.65547E+12,195,Main menu,200,OK,Idlers 2-152,text,TRUE,,801,113,216,249,http://localhost/,195,0,0,,
1.65547E+12,308,Main menu,200,OK,Idlers 2-115,text,TRUE,,802,113,217,250,http://localhost/,308,0,1,,
1.65547E+12,280,Main menu,200,OK,Idlers 2-124,text,TRUE,,802,113,217,250,http://localhost/,280,0,0,,
1.65547E+12,133,Main menu,200,OK,Idlers 2-174,text,TRUE,,802,113,219,253,http://localhost/,133,0,0,,
1.65547E+12,245,Main menu,200,OK,Idlers 2-138,text,TRUE,,800,113,220,254,http://localhost/,245,0,1,,
1.65547E+12,240,Main menu,200,OK,Idlers 2-141,text,TRUE,,803,113,221,255,http://localhost/,240,0,0,,
1.65547E+12,283,Main menu,200,OK,Idlers 2-127,text,TRUE,,802,113,221,255,http://localhost/,283,0,0,,
1.65547E+12,199,cart,200,OK,Idlers 2-44,text,TRUE,,1843,117,222,256,http://localhost/cart,199,0,0,,
1.65547E+12,332,cart,200,OK,Idlers 2-21,text,TRUE,,1842,117,222,256,http://localhost/cart,332,0,0,,
1.65547E+12,285,profile,200,OK,Idlers 2-50,text,TRUE,,3673,120,222,256,http://localhost/profile,285,0,0,,
1.65547E+12,177,Main menu,200,OK,Idlers 2-164,text,TRUE,,802,113,224,258,http://localhost/,177,0,1,,
1.65547E+12,316,Main menu,200,OK,Idlers 2-120,text,TRUE,,802,113,225,260,http://localhost/,316,0,1,,
1.65547E+12,70,Main menu,200,OK,Idlers 2-207,text,TRUE,,801,113,230,265,http://localhost/,70,0,1,,
1.65547E+12,205,Main menu,200,OK,Idlers 2-160,text,TRUE,,802,113,230,265,http://localhost/,205,0,0,,
1.65547E+12,304,Main menu,200,OK,Idlers 2-129,text,TRUE,,803,113,231,266,http://localhost/,304,0,2,,
1.65547E+12,313,Main menu,200,OK,Idlers 2-126,text,TRUE,,802,113,231,266,http://localhost/,313,0,0,,
1.65547E+12,419,Main menu,200,OK,Idlers 2-92,text,TRUE,,803,113,232,268,http://localhost/,419,0,0,,
1.65547E+12,359,Main menu,200,OK,Idlers 2-113,text,TRUE,,803,113,232,268,http://localhost/,359,0,1,,
1.65547E+12,239,cart,200,OK,Idlers 2-48,text,TRUE,,1843,117,234,270,http://localhost/cart,239,0,0,,
1.65547E+12,366,Main menu,200,OK,Idlers 2-112,text,TRUE,,801,113,234,270,http://localhost/,366,0,1,,
1.65547E+12,288,cart,200,OK,Idlers 2-54,text,TRUE,,1843,117,235,271,http://localhost/cart,288,0,0,,
1.65547E+12,393,cart,200,OK,Idlers 2-59,text,TRUE,,1844,117,240,277,http://localhost/cart,393,0,0,,
1.65547E+12,237,Main menu,200,OK,Idlers 2-162,text,TRUE,,802,113,242,279,http://localhost/,237,0,0,,
1.65547E+12,239,cart,200,OK,Idlers 2-104,text,TRUE,,1843,117,247,285,http://localhost/cart,239,0,0,,
1.65547E+12,153,Main menu,200,OK,Idlers 2-47,text,TRUE,,1901,132,247,285,http://localhost/userPurchaseHistory,153,0,0,,
1.65547E+12,78,cart,200,OK,Idlers 2-127,text,TRUE,,1844,117,247,285,http://localhost/cart,78,0,0,,
1.65547E+12,2,Main menu,200,OK,Idlers 2-47,text,TRUE,,803,113,247,285,http://localhost/,2,0,0,,
1.65547E+12,5,cart,200,OK,Idlers 2-47,text,TRUE,,1844,117,249,287,http://localhost/cart,5,0,0,,
1.65547E+12,552,Login,200,OK,Workers 1-11,text,TRUE,,3193,835,38,287,http://localhost/login,552,0,0,,
1.65547E+12,61,cart,200,OK,Idlers 2-207,text,TRUE,,1843,117,250,288,http://localhost/cart,61,0,0,,
1.65547E+12,275,Main menu,200,OK,Idlers 2-157,text,TRUE,,803,113,250,288,http://localhost/,275,0,0,,
1.65547E+12,89,cart,200,OK,Idlers 2-141,text,TRUE,,1842,117,250,288,http://localhost/cart,89,0,0,,
1.65547E+12,7,cart,200,OK,Idlers 2-157,text,TRUE,,1843,117,253,292,http://localhost/cart,7,0,0,,
1.65547E+12,244,Main menu,200,OK,Idlers 2-171,text,TRUE,,802,113,253,292,http://localhost/,244,0,0,,
1.65547E+12,259,cart,200,OK,Idlers 2-31,text,TRUE,,1843,117,253,292,http://localhost/cart,259,0,0,,
1.65547E+12,137,cart,200,OK,Idlers 2-75,text,TRUE,,1842,117,253,292,http://localhost/cart,137,0,0,,
1.65547E+12,255,Main menu,200,OK,Idlers 2-167,text,TRUE,,803,113,253,292,http://localhost/,255,0,0,,
1.65547E+12,324,Main menu,200,OK,Idlers 2-146,text,TRUE,,801,113,254,293,http://localhost/,324,0,0,,
1.65547E+12,293,addProductToCart,200,OK,Workers 1-12,text,TRUE,,3232,806,39,294,http://localhost/addToCart,293,0,1,,
1.65547E+12,298,Main menu,200,OK,Idlers 2-155,text,TRUE,,802,113,255,294,http://localhost/,298,0,0,,
1.65547E+12,268,Main menu,200,OK,Idlers 2-165,text,TRUE,,802,113,255,294,http://localhost/,268,0,0,,
1.65547E+12,258,Main menu,200,OK,Idlers 2-169,text,TRUE,,803,113,255,294,http://localhost/,258,0,1,,
1.65547E+12,374,Main menu,200,OK,Idlers 2-132,text,TRUE,,802,113,256,295,http://localhost/,374,0,0,,
1.65547E+12,291,Main menu,200,OK,Idlers 2-158,text,TRUE,,801,113,256,295,http://localhost/,291,0,0,,
1.65547E+12,6,cart,200,OK,Idlers 2-169,text,TRUE,,1843,117,258,297,http://localhost/cart,6,0,0,,
1.65547E+12,166,profile,200,OK,Idlers 2-9,text,TRUE,,3673,120,258,298,http://localhost/profile,166,0,0,,
1.65547E+12,31,profile,200,OK,Idlers 2-207,text,TRUE,,3673,120,261,301,http://localhost/profile,31,0,0,,
1.65547E+12,31,profile,200,OK,Idlers 2-141,text,TRUE,,3674,120,261,301,http://localhost/profile,31,0,0,,
1.65547E+12,44,profile,200,OK,Idlers 2-127,text,TRUE,,3674,120,262,302,http://localhost/profile,44,0,0,,
1.65547E+12,27,profile,200,OK,Idlers 2-31,text,TRUE,,3673,120,262,302,http://localhost/profile,27,0,0,,
1.65547E+12,4,Main menu,200,OK,Idlers 2-207,text,TRUE,,1902,132,262,302,http://localhost/userPurchaseHistory,4,0,0,,
1.65547E+12,2,Main menu,200,OK,Idlers 2-207,text,TRUE,,803,113,262,302,http://localhost/,2,0,0,,
1.65547E+12,5,Main menu,200,OK,Idlers 2-31,text,TRUE,,1901,132,263,303,http://localhost/userPurchaseHistory,5,0,0,,
1.65547E+12,2,Main menu,200,OK,Idlers 2-31,text,TRUE,,803,113,264,304,http://localhost/,2,0,0,,
1.65547E+12,203,cart,200,OK,Idlers 2-99,text,TRUE,,1844,117,265,306,http://localhost/cart,203,0,0,,
1.65547E+12,366,addProductToCart,200,OK,Workers 1-17,text,TRUE,,3232,826,41,307,http://localhost/addToCart,366,0,0,,
1.65547E+12,520,Main menu,200,OK,Idlers 2-94,text,TRUE,,802,113,267,308,http://localhost/,520,0,1,,
1.65547E+12,105,cart,200,OK,Idlers 2-113,text,TRUE,,1842,117,267,308,http://localhost/cart,105,0,0,,
1.65547E+12,171,Login,200,OK,Workers 1-33,text,TRUE,,3193,815,41,309,http://localhost/login,170,0,1,,
1.65547E+12,177,Main menu,200,OK,Idlers 2-210,text,TRUE,,801,113,269,310,http://localhost/,177,0,1,,
1.65547E+12,6,profile,200,OK,Idlers 2-113,text,TRUE,,3674,120,269,310,http://localhost/profile,6,0,0,,
1.65547E+12,435,Login,200,OK,Workers 1-20,text,TRUE,,3194,815,41,311,http://localhost/login,435,0,1,,
1.65547E+12,526,Main menu,200,OK,Idlers 2-95,text,TRUE,,802,113,270,311,http://localhost/,526,0,1,,
1.65547E+12,367,Main menu,200,OK,Idlers 2-150,text,TRUE,,802,113,271,313,http://localhost/,367,0,0,,
1.65547E+12,483,Main menu,200,OK,Idlers 2-111,text,TRUE,,802,113,271,313,http://localhost/,483,0,1,,
1.65547E+12,391,cart,200,OK,Idlers 2-73,text,TRUE,,1842,117,271,313,http://localhost/cart,391,0,0,,
1.65547E+12,390,Main menu,200,OK,Idlers 2-143,text,TRUE,,802,113,271,313,http://localhost/,390,0,0,,
1.65547E+12,395,cart,200,OK,Idlers 2-3,text,TRUE,,1843,117,278,321,http://localhost/cart,395,0,0,,
