timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,
1.65531E+12,1450,Login,200,OK,Workers 1-49,text,TRUE,,3192,820,300,302,http://localhost/login,1450,0,0,,,,
1.65531E+12,1295,Login,200,OK,Workers 1-100,text,TRUE,,3194,820,300,302,http://localhost/login,1295,0,1,,,,
1.65531E+12,1554,Login,200,OK,Workers 1-17,text,TRUE,,3193,830,300,302,http://localhost/login,1554,0,0,,,,
1.65531E+12,135,addProductToCart,200,OK,Workers 1-298,text,TRUE,,3274,808,300,302,http://localhost/addToCart,135,0,1,,,,
1.65531E+12,1392,Login,200,OK,Workers 1-71,text,TRUE,,3193,795,300,302,http://localhost/login,1392,0,0,,,,
1.65531E+12,1395,Login,200,OK,Workers 1-72,text,TRUE,,3193,815,300,302,http://localhost/login,1395,0,0,,,,
1.65531E+12,1438,Login,200,OK,Workers 1-58,text,TRUE,,3193,800,300,302,http://localhost/login,1438,0,0,,,,
1.65531E+12,1461,Login,200,OK,Workers 1-52,text,TRUE,,3194,795,300,302,http://localhost/login,1461,0,0,,,,
1.65531E+12,1425,Login,200,OK,Workers 1-63,text,TRUE,,3193,815,300,302,http://localhost/login,1425,0,0,,,,
1.65531E+12,1555,Login,200,OK,Workers 1-21,text,TRUE,,3194,785,300,302,http://localhost/login,1555,0,1,,,,
1.65531E+12,438,addProductToCart,200,OK,Workers 1-75,text,TRUE,,3274,808,300,302,http://localhost/addToCart,438,0,0,,,,
1.65531E+12,435,addProductToCart,200,OK,Workers 1-211,text,TRUE,,3274,818,300,302,http://localhost/addToCart,435,0,0,,,,
1.65531E+12,433,addProductToCart,200,OK,Workers 1-93,text,TRUE,,3274,843,300,302,http://localhost/addToCart,433,0,1,,,,
1.65531E+12,445,addProductToCart,200,OK,Workers 1-83,text,TRUE,,3274,803,300,302,http://localhost/addToCart,445,0,1,,,,
1.65531E+12,379,addProductToCart,200,OK,Workers 1-84,text,TRUE,,3275,823,300,302,http://localhost/addToCart,379,0,1,,,,
1.65531E+12,167,addProductToCart,200,OK,Workers 1-149,text,TRUE,,3274,833,300,302,http://localhost/addToCart,167,0,1,,,,
1.65531E+12,409,Purchase Items,200,OK,Workers 1-138,text,TRUE,,3591,2071,300,302,http://localhost/purchaseCart,409,0,1,,,,
1.65531E+12,175,Purchase Items,200,OK,Workers 1-23,text,TRUE,,3590,2023,300,302,http://localhost/purchaseCart,175,0,1,,,,
1.65531E+12,372,addProductToCart,200,OK,Workers 1-237,text,TRUE,,3276,818,300,302,http://localhost/addToCart,372,0,1,,,,
1.65531E+12,173,addProductToCart,200,OK,Workers 1-151,text,TRUE,,3273,808,300,302,http://localhost/addToCart,173,0,1,,,,
1.65531E+12,523,addProductToCart,200,OK,Workers 1-80,text,TRUE,,3273,803,300,302,http://localhost/addToCart,523,0,0,,,,
1.65531E+12,200,Purchase Items,200,OK,Workers 1-35,text,TRUE,,3589,2071,300,302,http://localhost/purchaseCart,200,0,0,,,,
1.65531E+12,1491,Login,200,OK,Workers 1-51,text,TRUE,,3194,805,300,302,http://localhost/login,1491,0,1,,,,
1.65531E+12,1626,Login,200,OK,Workers 1-7,text,TRUE,,3192,789,300,302,http://localhost/login,1626,0,0,,,,
1.65531E+12,1609,Login,200,OK,Workers 1-15,text,TRUE,,3194,810,300,302,http://localhost/login,1609,0,1,,,,
1.65531E+12,1395,Login,200,OK,Workers 1-86,text,TRUE,,3195,810,300,302,http://localhost/login,1395,0,0,,,,
1.65531E+12,526,addProductToCart,200,OK,Workers 1-43,text,TRUE,,3273,828,300,302,http://localhost/addToCart,526,0,0,,,,
1.65531E+12,1639,Login,200,OK,Workers 1-8,text,TRUE,,3192,804,300,302,http://localhost/login,1639,0,1,,,,
1.65531E+12,383,addProductToCart,200,OK,Workers 1-200,text,TRUE,,3275,823,300,302,http://localhost/addToCart,383,0,1,,,,
1.65531E+12,261,addProductToCart,200,OK,Workers 1-182,text,TRUE,,3274,818,300,302,http://localhost/addToCart,261,0,1,,,,
1.65531E+12,510,addProductToCart,200,OK,Workers 1-294,text,TRUE,,3275,818,300,302,http://localhost/addToCart,510,0,0,,,,
1.65531E+12,273,Purchase Items,200,OK,Workers 1-103,text,TRUE,,3591,1975,300,302,http://localhost/purchaseCart,273,0,1,,,,
1.65531E+12,237,addProductToCart,200,OK,Workers 1-263,text,TRUE,,3273,833,300,302,http://localhost/addToCart,237,0,1,,,,
1.65531E+12,522,addProductToCart,200,OK,Workers 1-31,text,TRUE,,3273,838,300,302,http://localhost/addToCart,522,0,1,,,,
1.65531E+12,285,Purchase Items,200,OK,Workers 1-183,text,TRUE,,3591,1951,300,302,http://localhost/purchaseCart,285,0,1,,,,
1.65531E+12,1619,Login,200,OK,Workers 1-18,text,TRUE,,3193,795,300,302,http://localhost/login,1618,0,1,,,,
1.65531E+12,1289,Login,200,OK,Workers 1-127,text,TRUE,,3195,801,300,302,http://localhost/login,1289,0,0,,,,
1.65531E+12,1345,Login,200,OK,Workers 1-108,text,TRUE,,3194,791,300,302,http://localhost/login,1345,0,0,,,,
1.65531E+12,1357,Login,200,OK,Workers 1-107,text,TRUE,,3194,791,300,302,http://localhost/login,1357,0,6,,,,
1.65531E+12,656,addProductToCart,200,OK,Workers 1-278,text,TRUE,,3275,833,300,302,http://localhost/addToCart,656,0,0,,,,
1.65531E+12,696,addProductToCart,200,OK,Workers 1-154,text,TRUE,,3275,813,300,302,http://localhost/addToCart,696,0,0,,,,
1.65531E+12,661,addProductToCart,200,OK,Workers 1-176,text,TRUE,,3274,828,300,302,http://localhost/addToCart,661,0,0,,,,
1.65531E+12,367,addProductToCart,200,OK,Workers 1-293,text,TRUE,,3275,833,300,302,http://localhost/addToCart,367,0,0,,,,
1.65531E+12,1264,Login,200,OK,Workers 1-142,text,TRUE,,3195,816,300,302,http://localhost/login,1264,0,1,,,,
1.65531E+12,1296,Login,200,OK,Workers 1-132,text,TRUE,,3196,831,300,302,http://localhost/login,1296,0,1,,,,
1.65531E+12,1295,Login,200,OK,Workers 1-133,text,TRUE,,3195,831,300,302,http://localhost/login,1295,0,1,,,,
1.65531E+12,1302,Login,200,OK,Workers 1-131,text,TRUE,,3195,816,300,302,http://localhost/login,1301,0,0,,,,
1.65531E+12,1340,Login,200,OK,Workers 1-119,text,TRUE,,3195,806,300,302,http://localhost/login,1340,0,1,,,,
1.65531E+12,1311,Login,200,OK,Workers 1-126,text,TRUE,,3195,821,300,302,http://localhost/login,1311,0,1,,,,
1.65531E+12,1356,Login,200,OK,Workers 1-114,text,TRUE,,3194,811,300,302,http://localhost/login,1356,0,1,,,,
1.65531E+12,1311,Login,200,OK,Workers 1-128,text,TRUE,,3196,806,300,302,http://localhost/login,1311,0,0,,,,
1.65531E+12,681,addProductToCart,200,OK,Workers 1-64,text,TRUE,,3275,838,300,302,http://localhost/addToCart,681,0,0,,,,
1.65531E+12,1264,Login,200,OK,Workers 1-147,text,TRUE,,3195,796,300,302,http://localhost/login,1264,0,1,,,,
1.65531E+12,1342,Login,200,OK,Workers 1-122,text,TRUE,,3196,811,300,302,http://localhost/login,1342,0,1,,,,
1.65531E+12,1249,Login,200,OK,Workers 1-153,text,TRUE,,3194,806,300,302,http://localhost/login,1249,0,1,,,,
1.65531E+12,1274,Login,200,OK,Workers 1-146,text,TRUE,,3194,806,300,302,http://localhost/login,1274,0,1,,,,
1.65531E+12,1359,Login,200,OK,Workers 1-118,text,TRUE,,3195,816,300,302,http://localhost/login,1359,0,0,,,,
1.65531E+12,368,addProductToCart,200,OK,Workers 1-274,text,TRUE,,3274,803,300,302,http://localhost/addToCart,368,0,1,,,,
1.65531E+12,225,Purchase Items,200,OK,Workers 1-38,text,TRUE,,3592,1975,300,302,http://localhost/purchaseCart,225,0,1,,,,
1.65531E+12,359,addProductToCart,200,OK,Workers 1-273,text,TRUE,,3276,818,300,302,http://localhost/addToCart,359,0,0,,,,
1.65531E+12,1211,Login,200,OK,Workers 1-170,text,TRUE,,3194,836,300,302,http://localhost/login,1211,0,0,,,,
1.65531E+12,1207,Login,200,OK,Workers 1-172,text,TRUE,,3195,816,300,302,http://localhost/login,1207,0,0,,,,
1.65531E+12,543,addProductToCart,200,OK,Workers 1-79,text,TRUE,,3273,823,300,302,http://localhost/addToCart,543,0,1,,,,
1.65531E+12,549,addProductToCart,200,OK,Workers 1-299,text,TRUE,,3274,798,300,302,http://localhost/addToCart,549,0,1,,,,
1.65531E+12,557,addProductToCart,200,OK,Workers 1-90,text,TRUE,,3274,803,300,302,http://localhost/addToCart,557,0,0,,,,
1.65531E+12,836,Login,200,OK,Workers 1-296,text,TRUE,,3196,786,300,302,http://localhost/login,836,0,0,,,,
1.65531E+12,546,addProductToCart,200,OK,Workers 1-36,text,TRUE,,3275,833,300,302,http://localhost/addToCart,546,0,1,,,,
1.65531E+12,583,addProductToCart,200,OK,Workers 1-66,text,TRUE,,3274,843,300,302,http://localhost/addToCart,583,0,0,,,,
1.65531E+12,1135,Login,200,OK,Workers 1-198,text,TRUE,,3196,811,300,302,http://localhost/login,1135,0,1,,,,
1.65531E+12,595,addProductToCart,200,OK,Workers 1-185,text,TRUE,,3274,828,300,302,http://localhost/addToCart,595,0,1,,,,
1.65531E+12,575,Purchase Items,200,OK,Workers 1-53,text,TRUE,,3591,1963,300,302,http://localhost/purchaseCart,575,0,1,,,,
1.65531E+12,837,Login,200,OK,Workers 1-300,text,TRUE,,3194,816,300,302,http://localhost/login,837,0,0,,,,
1.65531E+12,1289,Login,200,OK,Workers 1-150,text,TRUE,,3194,801,300,302,http://localhost/login,1289,0,1,,,,
1.65531E+12,1099,Login,200,OK,Workers 1-214,text,TRUE,,3194,801,300,302,http://localhost/login,1098,0,0,,,,
1.65531E+12,587,addProductToCart,200,OK,Workers 1-188,text,TRUE,,3274,818,300,302,http://localhost/addToCart,587,0,1,,,,
1.65531E+12,1100,Login,200,OK,Workers 1-213,text,TRUE,,3195,806,300,302,http://localhost/login,1100,0,0,,,,
1.65531E+12,1273,Login,200,OK,Workers 1-156,text,TRUE,,3196,831,300,302,http://localhost/login,1273,0,1,,,,
1.65531E+12,1314,Login,200,OK,Workers 1-144,text,TRUE,,3195,791,300,302,http://localhost/login,1314,0,1,,,,
1.65531E+12,323,addProductToCart,200,OK,Workers 1-269,text,TRUE,,3274,808,300,302,http://localhost/addToCart,323,0,0,,,,
1.65531E+12,593,addProductToCart,200,OK,Workers 1-212,text,TRUE,,3274,848,300,301,http://localhost/addToCart,593,0,1,,,,
1.65531E+12,212,addProductToCart,200,OK,Workers 1-5,text,TRUE,,3274,798,300,301,http://localhost/addToCart,211,0,0,,,,
1.65531E+12,336,addProductToCart,200,OK,Workers 1-181,text,TRUE,,3275,838,300,301,http://localhost/addToCart,336,0,1,,,,
1.65531E+12,662,addProductToCart,200,OK,Workers 1-194,text,TRUE,,3275,808,300,301,http://localhost/addToCart,662,0,1,,,,
1.65531E+12,214,Purchase Items,200,OK,Workers 1-42,text,TRUE,,3591,2059,300,301,http://localhost/purchaseCart,214,0,1,,,,
1.65531E+12,323,addProductToCart,200,OK,Workers 1-160,text,TRUE,,3275,798,300,301,http://localhost/addToCart,323,0,0,,,,
1.65531E+12,211,addProductToCart,200,OK,Workers 1-4,text,TRUE,,3273,843,300,301,http://localhost/addToCart,211,0,1,,,,
1.65531E+12,673,addProductToCart,200,OK,Workers 1-16,text,TRUE,,3275,838,300,301,http://localhost/addToCart,673,0,1,,,,
1.65531E+12,686,addProductToCart,200,OK,Workers 1-3,text,TRUE,,3275,803,300,300,http://localhost/addToCart,685,0,0,,,,
1.65531E+12,680,addProductToCart,200,OK,Workers 1-59,text,TRUE,,3274,818,300,300,http://localhost/addToCart,680,0,1,,,,
1.65531E+12,342,addProductToCart,200,OK,Workers 1-173,text,TRUE,,3275,808,300,300,http://localhost/addToCart,342,0,1,,,,
1.65531E+12,892,Login,200,OK,Workers 1-291,text,TRUE,,3195,836,300,300,http://localhost/login,892,0,0,,,,
1.65531E+12,1293,Login,200,OK,Workers 1-158,text,TRUE,,3195,796,300,300,http://localhost/login,1293,0,0,,,,
1.65531E+12,1285,Login,200,OK,Workers 1-162,text,TRUE,,3195,836,300,300,http://localhost/login,1285,0,0,,,,
1.65531E+12,903,Login,200,OK,Workers 1-290,text,TRUE,,3196,831,300,300,http://localhost/login,903,0,1,,,,
1.65531E+12,1318,Login,200,OK,Workers 1-152,text,TRUE,,3195,821,300,300,http://localhost/login,1318,0,1,,,,
1.65531E+12,913,Login,200,OK,Workers 1-288,text,TRUE,,3195,816,300,300,http://localhost/login,913,0,0,,,,
1.65531E+12,917,Login,200,OK,Workers 1-287,text,TRUE,,3195,821,300,300,http://localhost/login,917,0,0,,,,
1.65531E+12,912,addProductToCart,200,OK,Workers 1-82,text,TRUE,,3273,838,300,300,http://localhost/addToCart,912,0,1,,,,
1.65531E+12,928,Login,200,OK,Workers 1-285,text,TRUE,,3196,816,300,300,http://localhost/login,928,0,1,,,,
1.65531E+12,935,Login,200,OK,Workers 1-283,text,TRUE,,3194,836,300,300,http://localhost/login,935,0,2,,,,
1.65531E+12,929,Login,200,OK,Workers 1-286,text,TRUE,,3195,806,300,300,http://localhost/login,929,0,1,,,,
1.65531E+12,928,addProductToCart,200,OK,Workers 1-67,text,TRUE,,3275,798,300,300,http://localhost/addToCart,928,0,0,,,,
1.65531E+12,298,addProductToCart,200,OK,Workers 1-137,text,TRUE,,3276,818,300,300,http://localhost/addToCart,297,0,1,,,,
1.65531E+12,943,Login,200,OK,Workers 1-282,text,TRUE,,3195,791,300,300,http://localhost/login,943,0,0,,,,
1.65531E+12,929,addProductToCart,200,OK,Workers 1-87,text,TRUE,,3273,808,300,300,http://localhost/addToCart,929,0,0,,,,
1.65531E+12,740,addProductToCart,200,OK,Workers 1-47,text,TRUE,,3274,828,300,300,http://localhost/addToCart,740,0,1,,,,
1.65531E+12,949,addProductToCart,200,OK,Workers 1-33,text,TRUE,,3274,833,300,300,http://localhost/addToCart,949,0,1,,,,
1.65531E+12,953,Login,200,OK,Workers 1-279,text,TRUE,,3195,831,300,300,http://localhost/login,953,0,1,,,,
1.65531E+12,1266,Login,200,OK,Workers 1-177,text,TRUE,,3196,811,300,300,http://localhost/login,1266,0,1,,,,
1.65531E+12,945,addProductToCart,200,OK,Workers 1-168,text,TRUE,,3274,823,300,300,http://localhost/addToCart,945,0,0,,,,
1.65531E+12,82,logout,200,OK,Workers 1-38,text,TRUE,,2377,467,300,300,http://localhost/logout,82,0,1,,,,
1.65531E+12,0,Debug Sampler,200,OK,Workers 1-38,text,TRUE,,459,0,300,300,null,0,0,0,,,,
1.65531E+12,762,Purchase Items,200,OK,Workers 1-26,text,TRUE,,3591,2035,299,299,http://localhost/purchaseCart,762,0,0,,,,
1.65531E+12,855,addProductToCart,200,OK,Workers 1-155,text,TRUE,,3274,813,299,299,http://localhost/addToCart,855,0,0,,,,
1.65531E+12,858,addProductToCart,200,OK,Workers 1-95,text,TRUE,,3275,848,299,299,http://localhost/addToCart,858,0,0,,,,
1.65531E+12,1007,Login,200,OK,Workers 1-266,text,TRUE,,3195,811,299,299,http://localhost/login,1007,0,1,,,,
1.65531E+12,992,Login,200,OK,Workers 1-271,text,TRUE,,3195,831,299,299,http://localhost/login,992,0,1,,,,
1.65531E+12,1024,Login,200,OK,Workers 1-260,text,TRUE,,3195,826,299,299,http://localhost/login,1024,0,0,,,,
1.65531E+12,1019,Login,200,OK,Workers 1-264,text,TRUE,,3195,786,299,299,http://localhost/login,1019,0,1,,,,
1.65531E+12,1026,Login,200,OK,Workers 1-261,text,TRUE,,3196,831,299,299,http://localhost/login,1026,0,0,,,,
1.65531E+12,1008,Login,200,OK,Workers 1-268,text,TRUE,,3194,796,299,299,http://localhost/login,1008,0,1,,,,
1.65531E+12,1243,Login,200,OK,Workers 1-190,text,TRUE,,3194,811,299,299,http://localhost/login,1243,0,0,,,,
1.65531E+12,942,Login,200,OK,Workers 1-292,text,TRUE,,3195,821,299,299,http://localhost/login,942,0,0,,,,
1.65531E+12,1050,Login,200,OK,Workers 1-257,text,TRUE,,3196,826,299,299,http://localhost/login,1049,0,0,,,,
1.65531E+12,1020,Login,200,OK,Workers 1-267,text,TRUE,,3194,816,299,299,http://localhost/login,1020,0,1,,,,
1.65531E+12,1057,Login,200,OK,Workers 1-254,text,TRUE,,3196,816,299,299,http://localhost/login,1057,0,1,,,,
1.65531E+12,1031,Login,200,OK,Workers 1-265,text,TRUE,,3194,801,299,299,http://localhost/login,1031,0,1,,,,
1.65531E+12,1072,Login,200,OK,Workers 1-251,text,TRUE,,3195,801,299,299,http://localhost/login,1072,0,1,,,,
1.65531E+12,227,Purchase Items,200,OK,Workers 1-298,text,TRUE,,3590,1999,299,299,http://localhost/purchaseCart,227,0,0,,,,
1.65531E+12,1095,Login,200,OK,Workers 1-246,text,TRUE,,3196,826,299,299,http://localhost/login,1095,0,0,,,,
1.65531E+12,1111,Login,200,OK,Workers 1-242,text,TRUE,,3195,831,299,299,http://localhost/login,1111,0,0,,,,
1.65531E+12,1228,Login,200,OK,Workers 1-204,text,TRUE,,3194,836,299,299,http://localhost/login,1228,0,1,,,,
1.65531E+12,1218,Login,200,OK,Workers 1-208,text,TRUE,,3195,791,299,299,http://localhost/login,1218,0,1,,,,
1.65531E+12,1129,Login,200,OK,Workers 1-238,text,TRUE,,3195,806,299,299,http://localhost/login,1129,0,1,,,,
1.65531E+12,1014,Login,200,OK,Workers 1-277,text,TRUE,,3195,786,299,299,http://localhost/login,1014,0,1,,,,
1.65531E+12,1219,Login,200,OK,Workers 1-209,text,TRUE,,3195,801,299,299,http://localhost/login,1219,0,1,,,,
1.65531E+12,1143,addProductToCart,200,OK,Workers 1-96,text,TRUE,,3274,798,299,299,http://localhost/addToCart,1143,0,0,,,,
1.65531E+12,1158,addProductToCart,200,OK,Workers 1-129,text,TRUE,,3274,813,299,299,http://localhost/addToCart,1158,0,0,,,,
1.65531E+12,1155,Login,200,OK,Workers 1-232,text,TRUE,,3194,836,299,299,http://localhost/login,1155,0,1,,,,
1.65531E+12,1175,addProductToCart,200,OK,Workers 1-123,text,TRUE,,3274,808,299,299,http://localhost/addToCart,1175,0,1,,,,
1.65531E+12,1177,Login,200,OK,Workers 1-227,text,TRUE,,3195,816,299,299,http://localhost/login,1177,0,1,,,,
1.65531E+12,1179,Login,200,OK,Workers 1-226,text,TRUE,,3194,786,299,299,http://localhost/login,1179,0,1,,,,
1.65531E+12,1184,Login,200,OK,Workers 1-225,text,TRUE,,3195,831,299,299,http://localhost/login,1184,0,1,,,,
1.65531E+12,1191,Login,200,OK,Workers 1-223,text,TRUE,,3196,826,299,299,http://localhost/login,1191,0,1,,,,
1.65531E+12,235,logout,200,OK,Workers 1-138,text,TRUE,,2378,464,299,299,http://localhost/logout,235,0,1,,,,
1.65531E+12,0,Debug Sampler,200,OK,Workers 1-138,text,TRUE,,461,0,299,299,null,0,0,0,,,,
1.65531E+12,1203,Login,200,OK,Workers 1-221,text,TRUE,,3195,791,298,298,http://localhost/login,1203,0,0,,,,
1.65531E+12,1216,Login,200,OK,Workers 1-218,text,TRUE,,3196,836,298,298,http://localhost/login,1215,0,0,,,,
1.65531E+12,985,Login,200,OK,Workers 1-295,text,TRUE,,3195,796,298,298,http://localhost/login,985,0,0,,,,
1.65531E+12,1226,Login,200,OK,Workers 1-216,text,TRUE,,3196,801,298,298,http://localhost/login,1226,0,1,,,,
1.65531E+12,1222,Login,200,OK,Workers 1-217,text,TRUE,,3196,816,298,298,http://localhost/login,1222,0,1,,,,
1.65531E+12,232,logout,200,OK,Workers 1-35,text,TRUE,,2377,449,298,298,http://localhost/logout,232,0,1,,,,
1.65531E+12,0,Debug Sampler,200,OK,Workers 1-35,text,TRUE,,458,0,298,298,null,0,0,0,,,,
1.65531E+12,238,Purchase Items,200,OK,Workers 1-80,text,TRUE,,3592,1975,297,297,http://localhost/purchaseCart,237,0,1,,,,
1.65531E+12,1229,Login,200,OK,Workers 1-215,text,TRUE,,3195,821,297,297,http://localhost/login,1229,0,0,,,,
1.65531E+12,1219,addProductToCart,200,OK,Workers 1-74,text,TRUE,,3273,848,297,297,http://localhost/addToCart,1219,0,1,,,,
1.65531E+12,248,logout,200,OK,Workers 1-23,text,TRUE,,2376,470,297,297,http://localhost/logout,247,0,1,,,,
1.65531E+12,0,Debug Sampler,200,OK,Workers 1-23,text,TRUE,,458,0,297,297,null,0,0,0,,,,
1.65531E+12,258,Purchase Items,200,OK,Workers 1-84,text,TRUE,,3590,1987,296,296,http://localhost/purchaseCart,258,0,1,,,,
1.65531E+12,1215,Login,200,OK,Workers 1-224,text,TRUE,,3194,786,296,296,http://localhost/login,1215,0,1,,,,
1.65531E+12,257,Purchase Items,200,OK,Workers 1-149,text,TRUE,,3591,1963,296,296,http://localhost/purchaseCart,257,0,1,,,,
1.65531E+12,1211,addProductToCart,200,OK,Workers 1-65,text,TRUE,,3274,818,296,296,http://localhost/addToCart,1211,0,1,,,,
1.65531E+12,235,addProductToCart,200,OK,Workers 1-86,text,TRUE,,3273,848,296,296,http://localhost/addToCart,235,0,1,,,,
1.65531E+12,1223,addProductToCart,200,OK,Workers 1-121,text,TRUE,,3274,813,296,296,http://localhost/addToCart,1223,0,0,,,,
1.65531E+12,265,Purchase Items,200,OK,Workers 1-83,text,TRUE,,3592,2047,296,296,http://localhost/purchaseCart,265,0,1,,,,
1.65531E+12,230,Purchase Items,200,OK,Workers 1-200,text,TRUE,,3591,1999,296,296,http://localhost/purchaseCart,230,0,1,,,,
1.65531E+12,232,addProductToCart,200,OK,Workers 1-8,text,TRUE,,3276,833,296,296,http://localhost/addToCart,232,0,1,,,,
1.65531E+12,1230,Login,200,OK,Workers 1-222,text,TRUE,,3195,826,296,296,http://localhost/login,1230,0,1,,,,
1.65531E+12,1207,Login,200,OK,Workers 1-229,text,TRUE,,3194,816,296,296,http://localhost/login,1207,0,1,,,,
1.65531E+12,274,Purchase Items,200,OK,Workers 1-93,text,TRUE,,3591,1975,296,296,http://localhost/purchaseCart,274,0,0,,,,
1.65531E+12,222,addProductToCart,200,OK,Workers 1-127,text,TRUE,,3274,848,296,296,http://localhost/addToCart,222,0,1,,,,
1.65531E+12,278,Purchase Items,200,OK,Workers 1-211,text,TRUE,,3591,1999,296,296,http://localhost/purchaseCart,278,0,1,,,,
1.65531E+12,284,addProductToCart,200,OK,Workers 1-21,text,TRUE,,3275,803,296,296,http://localhost/addToCart,284,0,1,,,,
1.65531E+12,231,logout,200,OK,Workers 1-183,text,TRUE,,2377,473,296,296,http://localhost/logout,231,0,0,,,,
1.65531E+12,0,Debug Sampler,200,OK,Workers 1-183,text,TRUE,,461,0,296,296,null,0,0,0,,,,
1.65531E+12,220,Purchase Items,200,OK,Workers 1-176,text,TRUE,,3592,2023,295,295,http://localhost/purchaseCart,220,0,0,,,,
1.65531E+12,223,addProductToCart,200,OK,Workers 1-107,text,TRUE,,3275,848,295,295,http://localhost/addToCart,223,0,1,,,,
1.65531E+12,1222,Login,200,OK,Workers 1-230,text,TRUE,,3194,806,295,295,http://localhost/login,1222,0,1,,,,
1.65531E+12,214,addProductToCart,200,OK,Workers 1-119,text,TRUE,,3275,818,295,295,http://localhost/addToCart,214,0,1,,,,
1.65531E+12,1226,Login,200,OK,Workers 1-228,text,TRUE,,3195,826,295,295,http://localhost/login,1226,0,0,,,,
1.65531E+12,1221,Login,200,OK,Workers 1-231,text,TRUE,,3195,831,295,295,http://localhost/login,1221,0,1,,,,
1.65531E+12,1216,addProductToCart,200,OK,Workers 1-139,text,TRUE,,3275,828,295,295,http://localhost/addToCart,1216,0,0,,,,
1.65531E+12,1215,Login,200,OK,Workers 1-234,text,TRUE,,3196,791,295,295,http://localhost/login,1215,0,1,,,,
1.65531E+12,1215,Login,200,OK,Workers 1-235,text,TRUE,,3195,806,295,295,http://localhost/login,1215,0,1,,,,
1.65531E+12,222,addProductToCart,200,OK,Workers 1-126,text,TRUE,,3275,823,295,295,http://localhost/addToCart,222,0,0,,,,
1.65531E+12,220,addProductToCart,200,OK,Workers 1-128,text,TRUE,,3276,808,295,295,http://localhost/addToCart,220,0,0,,,,
1.65531E+12,300,Purchase Items,200,OK,Workers 1-75,text,TRUE,,3591,1987,295,295,http://localhost/purchaseCart,300,0,1,,,,
1.65531E+12,1213,addProductToCart,200,OK,Workers 1-104,text,TRUE,,3273,833,295,295,http://localhost/addToCart,1213,0,0,,,,
1.65531E+12,1218,Login,200,OK,Workers 1-236,text,TRUE,,3195,786,295,295,http://localhost/login,1218,0,1,,,,
1.65531E+12,146,Purchase Items,200,OK,Workers 1-82,text,TRUE,,3590,2023,295,295,http://localhost/purchaseCart,146,0,1,,,,
1.65531E+12,1230,Login,200,OK,Workers 1-233,text,TRUE,,3195,826,295,295,http://localhost/login,1230,0,1,,,,
1.65531E+12,316,addProductToCart,200,OK,Workers 1-52,text,TRUE,,3274,828,295,295,http://localhost/addToCart,316,0,1,,,,
1.65531E+12,1226,addProductToCart,200,OK,Workers 1-102,text,TRUE,,3274,803,295,295,http://localhost/addToCart,1226,0,1,,,,
1.65531E+12,322,addProductToCart,200,OK,Workers 1-72,text,TRUE,,3276,813,295,295,http://localhost/addToCart,322,0,1,,,,
1.65531E+12,1205,Login,200,OK,Workers 1-241,text,TRUE,,3195,786,295,295,http://localhost/login,1205,0,0,,,,
1.65531E+12,322,addProductToCart,200,OK,Workers 1-58,text,TRUE,,3275,803,295,295,http://localhost/addToCart,322,0,1,,,,
1.65531E+12,1221,Login,200,OK,Workers 1-239,text,TRUE,,3194,826,295,295,http://localhost/login,1221,0,9,,,,
1.65531E+12,1208,Login,200,OK,Workers 1-244,text,TRUE,,3196,786,295,295,http://localhost/login,1208,0,1,,,,
1.65531E+12,1204,Login,200,OK,Workers 1-245,text,TRUE,,3195,786,295,295,http://localhost/login,1204,0,0,,,,
1.65531E+12,1204,Login,200,OK,Workers 1-247,text,TRUE,,3196,796,295,295,http://localhost/login,1204,0,1,,,,
1.65531E+12,1219,Login,200,OK,Workers 1-243,text,TRUE,,3196,786,295,295,http://localhost/login,1219,0,1,,,,
1.65531E+12,1188,Login,200,OK,Workers 1-250,text,TRUE,,3195,811,295,295,http://localhost/login,1188,0,1,,,,
1.65531E+12,1173,Login,200,OK,Workers 1-259,text,TRUE,,3195,811,295,295,http://localhost/login,1173,0,1,,,,
1.65531E+12,347,addProductToCart,200,OK,Workers 1-17,text,TRUE,,3276,803,295,295,http://localhost/addToCart,347,0,0,,,,
1.65531E+12,1184,Login,200,OK,Workers 1-255,text,TRUE,,3196,806,295,295,http://localhost/login,1184,0,1,,,,
1.65531E+12,196,Purchase Items,200,OK,Workers 1-3,text,TRUE,,3591,2047,295,295,http://localhost/purchaseCart,196,0,0,,,,
1.65531E+12,195,Purchase Items,200,OK,Workers 1-173,text,TRUE,,3591,2023,295,295,http://localhost/purchaseCart,195,0,0,,,,
1.65531E+12,409,Purchase Items,200,OK,Workers 1-179,text,TRUE,,3591,2023,295,295,http://localhost/purchaseCart,409,0,0,,,,
1.65531E+12,377,Purchase Items,200,OK,Workers 1-45,text,TRUE,,3590,1963,295,295,http://localhost/purchaseCart,377,0,1,,,,
1.65531E+12,370,addProductToCart,200,OK,Workers 1-49,text,TRUE,,3274,798,295,295,http://localhost/addToCart,370,0,0,,,,
1.65531E+12,206,Purchase Items,200,OK,Workers 1-59,text,TRUE,,3591,1987,295,295,http://localhost/purchaseCart,206,0,1,,,,
1.65531E+12,1222,Login,200,OK,Workers 1-249,text,TRUE,,3194,786,295,295,http://localhost/login,1222,0,1,,,,
