timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,,
1.65546E+12,6228,addProductToCart,200,OK,Workers 1-137,text,TRUE,,3232,811,150,150,http://localhost/addToCart,6228,0,0,,,,,,
1.65546E+12,8635,Login,200,OK,Workers 1-139,text,TRUE,,3196,811,150,150,http://localhost/login,8635,0,0,,,,,,
1.65546E+12,6443,logout,200,OK,Workers 1-15,text,TRUE,,2377,452,150,150,http://localhost/logout,6443,0,1,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-15,text,TRUE,,480,0,150,150,null,0,0,0,,,,,,
1.65546E+12,6549,addProductToCart,200,OK,Workers 1-134,text,TRUE,,3232,826,149,149,http://localhost/addToCart,6549,0,0,,,,,,
1.65546E+12,8972,Login,200,OK,Workers 1-141,text,TRUE,,3196,821,149,149,http://localhost/login,8972,0,0,,,,,,
1.65546E+12,6885,addProductToCart,200,OK,Workers 1-143,text,TRUE,,3232,826,149,149,http://localhost/addToCart,6884,0,0,,,,,,
1.65546E+12,9032,addProductToCart,200,OK,Workers 1-39,text,TRUE,,3232,806,149,149,http://localhost/addToCart,9032,0,1,,,,,,
1.65546E+12,9055,Login,200,OK,Workers 1-144,text,TRUE,,3196,826,149,149,http://localhost/login,9055,0,0,,,,,,
1.65546E+12,9093,Login,200,OK,Workers 1-145,text,TRUE,,3196,811,149,149,http://localhost/login,9093,0,0,,,,,,
1.65546E+12,9115,Login,200,OK,Workers 1-146,text,TRUE,,3196,826,149,149,http://localhost/login,9115,0,0,,,,,,
1.65546E+12,7169,addProductToCart,200,OK,Workers 1-38,text,TRUE,,3231,806,149,149,http://localhost/addToCart,7169,0,0,,,,,,
1.65546E+12,9192,Login,200,OK,Workers 1-147,text,TRUE,,3196,801,149,149,http://localhost/login,9192,0,0,,,,,,
1.65546E+12,7294,addProductToCart,200,OK,Workers 1-142,text,TRUE,,3231,796,149,149,http://localhost/addToCart,7294,0,1,,,,,,
1.65546E+12,9281,Login,200,OK,Workers 1-148,text,TRUE,,3196,786,149,149,http://localhost/login,9280,0,1,,,,,,
1.65546E+12,9326,Login,200,OK,Workers 1-149,text,TRUE,,3195,801,149,149,http://localhost/login,9326,0,1,,,,,,
1.65546E+12,9350,Login,200,OK,Workers 1-150,text,TRUE,,3197,831,149,149,http://localhost/login,9350,0,0,,,,,,
1.65546E+12,9357,addProductToCart,200,OK,Workers 1-6,text,TRUE,,3233,815,149,149,http://localhost/addToCart,9357,0,1,,,,,,
1.65546E+12,7879,addProductToCart,200,OK,Workers 1-34,text,TRUE,,3231,796,149,149,http://localhost/addToCart,7879,0,1,,,,,,
1.65546E+12,7950,addProductToCart,200,OK,Workers 1-33,text,TRUE,,3232,816,149,149,http://localhost/addToCart,7950,0,1,,,,,,
1.65546E+12,8021,addProductToCart,200,OK,Workers 1-32,text,TRUE,,3232,811,149,149,http://localhost/addToCart,8021,0,0,,,,,,
1.65546E+12,9471,addProductToCart,200,OK,Workers 1-30,text,TRUE,,3233,841,149,149,http://localhost/addToCart,9471,0,0,,,,,,
1.65546E+12,9387,addProductToCart,200,OK,Workers 1-27,text,TRUE,,3232,841,149,149,http://localhost/addToCart,9387,0,0,,,,,,
1.65546E+12,589,Purchase Items,200,OK,Workers 1-38,text,TRUE,,3605,1999,149,149,http://localhost/purchaseCart,589,0,1,,,,,,
1.65546E+12,744,Purchase Items,200,OK,Workers 1-39,text,TRUE,,3606,2071,149,149,http://localhost/purchaseCart,744,0,0,,,,,,
1.65546E+12,9322,addProductToCart,200,OK,Workers 1-23,text,TRUE,,3232,836,149,149,http://localhost/addToCart,9322,0,1,,,,,,
1.65546E+12,8732,addProductToCart,200,OK,Workers 1-21,text,TRUE,,3232,801,149,149,http://localhost/addToCart,8732,0,0,,,,,,
1.65546E+12,8805,addProductToCart,200,OK,Workers 1-20,text,TRUE,,3232,811,149,149,http://localhost/addToCart,8805,0,0,,,,,,
1.65546E+12,9429,addProductToCart,200,OK,Workers 1-9,text,TRUE,,3233,845,149,149,http://localhost/addToCart,9429,0,0,,,,,,
1.65546E+12,9062,addProductToCart,200,OK,Workers 1-14,text,TRUE,,3232,816,149,149,http://localhost/addToCart,9062,0,1,,,,,,
1.65546E+12,9137,addProductToCart,200,OK,Workers 1-18,text,TRUE,,3232,846,149,149,http://localhost/addToCart,9137,0,1,,,,,,
1.65546E+12,9419,addProductToCart,200,OK,Workers 1-13,text,TRUE,,3232,806,149,149,http://localhost/addToCart,9419,0,0,,,,,,
1.65546E+12,9356,addProductToCart,200,OK,Workers 1-10,text,TRUE,,3231,825,149,149,http://localhost/addToCart,9356,0,1,,,,,,
1.65546E+12,9436,addProductToCart,200,OK,Workers 1-1,text,TRUE,,3233,845,149,149,http://localhost/addToCart,9436,0,0,,,,,,
1.65546E+12,9135,addProductToCart,200,OK,Workers 1-22,text,TRUE,,3232,816,149,149,http://localhost/addToCart,9135,0,1,,,,,,
1.65546E+12,822,logout,200,OK,Workers 1-38,text,TRUE,,2377,479,149,149,http://localhost/logout,822,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-38,text,TRUE,,480,0,149,149,null,0,0,0,,,,,,
1.65546E+12,835,logout,200,OK,Workers 1-39,text,TRUE,,2378,449,148,148,http://localhost/logout,835,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-39,text,TRUE,,480,0,148,148,null,0,0,0,,,,,,
1.65546E+12,8928,addProductToCart,200,OK,Workers 1-36,text,TRUE,,3232,801,147,147,http://localhost/addToCart,8928,0,1,,,,,,
1.65546E+12,8942,addProductToCart,200,OK,Workers 1-37,text,TRUE,,3230,806,147,147,http://localhost/addToCart,8942,0,1,,,,,,
1.65546E+12,8928,addProductToCart,200,OK,Workers 1-35,text,TRUE,,3232,801,147,147,http://localhost/addToCart,8928,0,1,,,,,,
1.65546E+12,1439,addProductToCart,200,OK,Workers 1-150,text,TRUE,,3232,796,147,147,http://localhost/addToCart,1439,0,1,,,,,,
1.65546E+12,9044,addProductToCart,200,OK,Workers 1-40,text,TRUE,,3231,826,147,147,http://localhost/addToCart,9044,0,0,,,,,,
1.65546E+12,1708,addProductToCart,200,OK,Workers 1-148,text,TRUE,,3231,831,147,147,http://localhost/addToCart,1708,0,0,,,,,,
1.65546E+12,2123,addProductToCart,200,OK,Workers 1-145,text,TRUE,,3232,846,147,147,http://localhost/addToCart,2123,0,1,,,,,,
1.65546E+12,2406,addProductToCart,200,OK,Workers 1-144,text,TRUE,,3232,836,147,147,http://localhost/addToCart,2406,0,1,,,,,,
1.65546E+12,2600,addProductToCart,200,OK,Workers 1-141,text,TRUE,,3232,816,147,147,http://localhost/addToCart,2599,0,1,,,,,,
1.65546E+12,9612,addProductToCart,200,OK,Workers 1-140,text,TRUE,,3232,836,147,147,http://localhost/addToCart,9612,0,1,,,,,,
1.65546E+12,3253,addProductToCart,200,OK,Workers 1-139,text,TRUE,,3232,811,147,147,http://localhost/addToCart,3253,0,0,,,,,,
1.65546E+12,3573,addProductToCart,200,OK,Workers 1-135,text,TRUE,,3231,811,147,147,http://localhost/addToCart,3573,0,0,,,,,,
1.65546E+12,9617,addProductToCart,200,OK,Workers 1-133,text,TRUE,,3231,806,147,147,http://localhost/addToCart,9617,0,0,,,,,,
1.65546E+12,4499,addProductToCart,200,OK,Workers 1-125,text,TRUE,,3232,806,147,147,http://localhost/addToCart,4499,0,1,,,,,,
1.65546E+12,4575,addProductToCart,200,OK,Workers 1-127,text,TRUE,,3233,821,147,147,http://localhost/addToCart,4575,0,0,,,,,,
1.65546E+12,9962,addProductToCart,200,OK,Workers 1-126,text,TRUE,,3231,816,147,147,http://localhost/addToCart,9962,0,0,,,,,,
1.65546E+12,10169,addProductToCart,200,OK,Workers 1-122,text,TRUE,,3232,821,147,147,http://localhost/addToCart,10168,0,0,,,,,,
1.65546E+12,5162,addProductToCart,200,OK,Workers 1-119,text,TRUE,,3231,846,147,147,http://localhost/addToCart,5162,0,0,,,,,,
1.65546E+12,5241,addProductToCart,200,OK,Workers 1-121,text,TRUE,,3232,826,147,147,http://localhost/addToCart,5241,0,0,,,,,,
1.65546E+12,5318,addProductToCart,200,OK,Workers 1-120,text,TRUE,,3232,831,147,147,http://localhost/addToCart,5318,0,0,,,,,,
1.65546E+12,5392,addProductToCart,200,OK,Workers 1-118,text,TRUE,,3233,846,147,147,http://localhost/addToCart,5392,0,1,,,,,,
1.65546E+12,5649,addProductToCart,200,OK,Workers 1-116,text,TRUE,,3232,806,147,147,http://localhost/addToCart,5649,0,1,,,,,,
1.65546E+12,5826,logout,200,OK,Workers 1-77,text,TRUE,,2378,458,147,147,http://localhost/logout,5826,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-77,text,TRUE,,480,0,147,147,null,0,0,0,,,,,,
1.65546E+12,5841,logout,200,OK,Workers 1-93,text,TRUE,,2377,464,146,146,http://localhost/logout,5841,0,1,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-93,text,TRUE,,480,0,146,146,null,0,0,0,,,,,,
1.65546E+12,6065,addProductToCart,200,OK,Workers 1-112,text,TRUE,,3231,801,145,145,http://localhost/addToCart,6065,0,1,,,,,,
1.65546E+12,6409,addProductToCart,200,OK,Workers 1-107,text,TRUE,,3232,845,145,145,http://localhost/addToCart,6409,0,1,,,,,,
1.65546E+12,6477,addProductToCart,200,OK,Workers 1-108,text,TRUE,,3232,810,145,145,http://localhost/addToCart,6477,0,0,,,,,,
1.65546E+12,10474,addProductToCart,200,OK,Workers 1-106,text,TRUE,,3232,805,145,145,http://localhost/addToCart,10474,0,0,,,,,,
1.65546E+12,6595,addProductToCart,200,OK,Workers 1-105,text,TRUE,,3232,805,145,145,http://localhost/addToCart,6595,0,0,,,,,,
1.65546E+12,10616,addProductToCart,200,OK,Workers 1-103,text,TRUE,,3232,840,145,145,http://localhost/addToCart,10616,0,0,,,,,,
1.65546E+12,7019,addProductToCart,200,OK,Workers 1-104,text,TRUE,,3233,830,145,145,http://localhost/addToCart,7019,0,0,,,,,,
1.65546E+12,7089,addProductToCart,200,OK,Workers 1-101,text,TRUE,,3232,840,145,145,http://localhost/addToCart,7089,0,0,,,,,,
1.65546E+12,7163,addProductToCart,200,OK,Workers 1-102,text,TRUE,,3232,795,145,145,http://localhost/addToCart,7163,0,0,,,,,,
1.65546E+12,7237,addProductToCart,200,OK,Workers 1-100,text,TRUE,,3231,841,145,145,http://localhost/addToCart,7237,0,0,,,,,,
1.65546E+12,7411,addProductToCart,200,OK,Workers 1-98,text,TRUE,,3232,831,145,145,http://localhost/addToCart,7411,0,1,,,,,,
1.65546E+12,10870,addProductToCart,200,OK,Workers 1-97,text,TRUE,,3231,846,145,145,http://localhost/addToCart,10870,0,1,,,,,,
1.65546E+12,10827,addProductToCart,200,OK,Workers 1-95,text,TRUE,,3231,821,145,145,http://localhost/addToCart,10826,0,1,,,,,,
1.65546E+12,7689,logout,200,OK,Workers 1-72,text,TRUE,,2378,473,145,145,http://localhost/logout,7689,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-72,text,TRUE,,480,0,145,145,null,0,0,0,,,,,,
1.65546E+12,7717,logout,200,OK,Workers 1-58,text,TRUE,,2377,479,144,144,http://localhost/logout,7717,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-58,text,TRUE,,479,0,144,144,null,0,0,0,,,,,,
1.65546E+12,11170,addProductToCart,200,OK,Workers 1-89,text,TRUE,,3231,796,143,143,http://localhost/addToCart,11170,0,0,,,,,,
1.65546E+12,8531,addProductToCart,200,OK,Workers 1-86,text,TRUE,,3233,841,143,143,http://localhost/addToCart,8531,0,1,,,,,,
1.65546E+12,8716,addProductToCart,200,OK,Workers 1-81,text,TRUE,,3231,806,143,143,http://localhost/addToCart,8716,0,0,,,,,,
1.65546E+12,8834,addProductToCart,200,OK,Workers 1-80,text,TRUE,,3233,846,143,143,http://localhost/addToCart,8834,0,0,,,,,,
1.65546E+12,9065,addProductToCart,200,OK,Workers 1-79,text,TRUE,,3233,811,143,143,http://localhost/addToCart,9065,0,0,,,,,,
1.65546E+12,9343,logout,200,OK,Workers 1-69,text,TRUE,,2376,473,143,143,http://localhost/logout,9343,0,1,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-69,text,TRUE,,479,0,143,143,null,0,0,0,,,,,,
1.65546E+12,9667,addProductToCart,200,OK,Workers 1-73,text,TRUE,,3232,821,142,142,http://localhost/addToCart,9667,0,0,,,,,,
1.65546E+12,11450,addProductToCart,200,OK,Workers 1-43,text,TRUE,,3231,821,142,142,http://localhost/addToCart,11450,0,1,,,,,,
1.65546E+12,11539,addProductToCart,200,OK,Workers 1-68,text,TRUE,,3231,841,142,142,http://localhost/addToCart,11539,0,1,,,,,,
1.65546E+12,11480,addProductToCart,200,OK,Workers 1-66,text,TRUE,,3232,816,142,142,http://localhost/addToCart,11480,0,1,,,,,,
1.65546E+12,11472,addProductToCart,200,OK,Workers 1-65,text,TRUE,,3233,816,142,142,http://localhost/addToCart,11472,0,1,,,,,,
1.65546E+12,10396,addProductToCart,200,OK,Workers 1-64,text,TRUE,,3230,841,142,142,http://localhost/addToCart,10396,0,1,,,,,,
1.65546E+12,11464,addProductToCart,200,OK,Workers 1-63,text,TRUE,,3233,801,142,142,http://localhost/addToCart,11464,0,1,,,,,,
1.65546E+12,10534,addProductToCart,200,OK,Workers 1-62,text,TRUE,,3233,816,142,142,http://localhost/addToCart,10534,0,1,,,,,,
1.65546E+12,10610,addProductToCart,200,OK,Workers 1-61,text,TRUE,,3231,846,142,142,http://localhost/addToCart,10610,0,0,,,,,,
1.65546E+12,10690,addProductToCart,200,OK,Workers 1-60,text,TRUE,,3233,816,142,142,http://localhost/addToCart,10690,0,1,,,,,,
1.65546E+12,10892,addProductToCart,200,OK,Workers 1-56,text,TRUE,,3232,801,142,142,http://localhost/addToCart,10892,0,0,,,,,,
1.65546E+12,10963,addProductToCart,200,OK,Workers 1-54,text,TRUE,,3233,836,142,142,http://localhost/addToCart,10963,0,1,,,,,,
1.65546E+12,11152,addProductToCart,200,OK,Workers 1-53,text,TRUE,,3231,831,142,142,http://localhost/addToCart,11152,0,0,,,,,,
1.65546E+12,11289,addProductToCart,200,OK,Workers 1-50,text,TRUE,,3232,801,142,142,http://localhost/addToCart,11289,0,0,,,,,,
1.65546E+12,11514,addProductToCart,200,OK,Workers 1-52,text,TRUE,,3232,816,142,142,http://localhost/addToCart,11514,0,1,,,,,,
1.65546E+12,11466,addProductToCart,200,OK,Workers 1-46,text,TRUE,,3233,796,142,142,http://localhost/addToCart,11466,0,1,,,,,,
1.65546E+12,11541,addProductToCart,200,OK,Workers 1-2,text,TRUE,,3232,840,142,142,http://localhost/addToCart,11541,0,0,,,,,,
1.65546E+12,11376,addProductToCart,200,OK,Workers 1-70,text,TRUE,,3233,826,142,142,http://localhost/addToCart,11376,0,0,,,,,,
1.65546E+12,11372,addProductToCart,200,OK,Workers 1-71,text,TRUE,,3232,826,142,142,http://localhost/addToCart,11372,0,0,,,,,,
1.65546E+12,14277,Purchase Items,200,OK,Workers 1-42,text,TRUE,,3602,2035,142,142,http://localhost/purchaseCart,14277,0,0,,,,,,
1.65546E+12,12494,Purchase Items,200,OK,Workers 1-59,text,TRUE,,3601,1987,142,142,http://localhost/purchaseCart,12494,0,0,,,,,,
1.65546E+12,11608,addProductToCart,200,OK,Workers 1-82,text,TRUE,,3232,836,142,142,http://localhost/addToCart,11608,0,1,,,,,,
1.65546E+12,11671,addProductToCart,200,OK,Workers 1-83,text,TRUE,,3232,796,142,142,http://localhost/addToCart,11671,0,1,,,,,,
1.65546E+12,14227,addProductToCart,200,OK,Workers 1-85,text,TRUE,,3232,816,142,142,http://localhost/addToCart,14227,0,0,,,,,,
1.65546E+12,14472,addProductToCart,200,OK,Workers 1-87,text,TRUE,,3233,816,142,142,http://localhost/addToCart,14472,0,1,,,,,,
1.65546E+12,11780,addProductToCart,200,OK,Workers 1-88,text,TRUE,,3232,826,142,142,http://localhost/addToCart,11780,0,1,,,,,,
1.65546E+12,12722,Purchase Items,200,OK,Workers 1-45,text,TRUE,,3603,2071,142,142,http://localhost/purchaseCart,12722,0,1,,,,,,
1.65546E+12,12514,Purchase Items,200,OK,Workers 1-44,text,TRUE,,3601,2011,142,142,http://localhost/purchaseCart,12514,0,0,,,,,,
1.65546E+12,12617,Purchase Items,200,OK,Workers 1-75,text,TRUE,,3601,1999,142,142,http://localhost/purchaseCart,12617,0,1,,,,,,
1.65546E+12,11969,addProductToCart,200,OK,Workers 1-94,text,TRUE,,3232,796,142,142,http://localhost/addToCart,11969,0,0,,,,,,
1.65546E+12,11968,addProductToCart,200,OK,Workers 1-96,text,TRUE,,3231,821,142,142,http://localhost/addToCart,11968,0,1,,,,,,
1.65546E+12,13116,Purchase Items,200,OK,Workers 1-76,text,TRUE,,3603,1963,142,142,http://localhost/purchaseCart,13116,0,0,,,,,,
1.65546E+12,12417,addProductToCart,200,OK,Workers 1-113,text,TRUE,,3232,801,142,142,http://localhost/addToCart,12417,0,1,,,,,,
1.65546E+12,12148,addProductToCart,200,OK,Workers 1-123,text,TRUE,,3233,826,142,142,http://localhost/addToCart,12148,0,1,,,,,,
1.65546E+12,12827,Purchase Items,200,OK,Workers 1-5,text,TRUE,,3602,1999,142,142,http://localhost/purchaseCart,12827,0,1,,,,,,
1.65546E+12,18641,Purchase Items,200,OK,Workers 1-31,text,TRUE,,3602,2035,142,142,http://localhost/purchaseCart,18641,0,0,,,,,,
1.65546E+12,18905,Purchase Items,200,OK,Workers 1-29,text,TRUE,,3603,2047,142,142,http://localhost/purchaseCart,18905,0,1,,,,,,
1.65546E+12,12399,addProductToCart,200,OK,Workers 1-128,text,TRUE,,3231,831,142,142,http://localhost/addToCart,12399,0,0,,,,,,
1.65546E+12,12428,addProductToCart,200,OK,Workers 1-130,text,TRUE,,3232,831,142,142,http://localhost/addToCart,12428,0,0,,,,,,
1.65546E+12,12421,addProductToCart,200,OK,Workers 1-131,text,TRUE,,3232,846,142,142,http://localhost/addToCart,12421,0,1,,,,,,
1.65546E+12,18391,addProductToCart,200,OK,Workers 1-136,text,TRUE,,3232,821,142,142,http://localhost/addToCart,18391,0,0,,,,,,
1.65546E+12,12283,addProductToCart,200,OK,Workers 1-138,text,TRUE,,3232,821,142,142,http://localhost/addToCart,12283,0,1,,,,,,
1.65546E+12,12837,addProductToCart,200,OK,Workers 1-146,text,TRUE,,3231,831,142,142,http://localhost/addToCart,12837,0,0,,,,,,
1.65546E+12,12779,addProductToCart,200,OK,Workers 1-147,text,TRUE,,3232,806,142,142,http://localhost/addToCart,12779,0,1,,,,,,
1.65546E+12,12954,addProductToCart,200,OK,Workers 1-149,text,TRUE,,3232,826,142,142,http://localhost/addToCart,12954,0,1,,,,,,
1.65546E+12,22688,Purchase Items,200,OK,Workers 1-26,text,TRUE,,3602,2011,142,142,http://localhost/purchaseCart,22688,0,1,,,,,,
1.65546E+12,22659,Purchase Items,200,OK,Workers 1-25,text,TRUE,,3603,1975,142,142,http://localhost/purchaseCart,22659,0,1,,,,,,
1.65546E+12,22943,Purchase Items,200,OK,Workers 1-12,text,TRUE,,3603,2023,142,142,http://localhost/purchaseCart,22943,0,0,,,,,,
1.65546E+12,23219,Purchase Items,200,OK,Workers 1-11,text,TRUE,,3603,2023,142,142,http://localhost/purchaseCart,23219,0,0,,,,,,
1.65546E+12,14063,Purchase Items,200,OK,Workers 1-18,text,TRUE,,3601,2035,142,142,http://localhost/purchaseCart,14063,0,1,,,,,,
1.65546E+12,23183,Purchase Items,200,OK,Workers 1-24,text,TRUE,,3712,1963,142,142,http://localhost/purchaseCart,23183,0,1,,,,,,
1.65546E+12,13879,Purchase Items,200,OK,Workers 1-37,text,TRUE,,3712,2059,142,142,http://localhost/purchaseCart,13879,0,0,,,,,,
1.65546E+12,16345,Purchase Items,200,OK,Workers 1-132,text,TRUE,,3712,1999,142,142,http://localhost/purchaseCart,16345,0,1,,,,,,
1.65546E+12,13800,Purchase Items,200,OK,Workers 1-40,text,TRUE,,3711,1999,142,142,http://localhost/purchaseCart,13800,0,0,,,,,,
1.65546E+12,17284,Purchase Items,200,OK,Workers 1-114,text,TRUE,,3710,2047,142,142,http://localhost/purchaseCart,17284,0,1,,,,,,
1.65546E+12,17260,Purchase Items,200,OK,Workers 1-117,text,TRUE,,3712,1951,142,142,http://localhost/purchaseCart,17260,0,0,,,,,,
1.65546E+12,23548,Purchase Items,200,OK,Workers 1-19,text,TRUE,,3711,2035,142,142,http://localhost/purchaseCart,23548,0,1,,,,,,
1.65546E+12,23312,Purchase Items,200,OK,Workers 1-28,text,TRUE,,3710,2071,142,142,http://localhost/purchaseCart,23312,0,1,,,,,,
1.65546E+12,4394,logout,200,OK,Workers 1-29,text,TRUE,,2376,470,142,142,http://localhost/logout,4394,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-29,text,TRUE,,480,0,142,142,null,0,0,0,,,,,,
1.65546E+12,17466,Purchase Items,200,OK,Workers 1-115,text,TRUE,,3711,1951,141,141,http://localhost/purchaseCart,17466,0,0,,,,,,
1.65546E+12,17532,Purchase Items,200,OK,Workers 1-41,text,TRUE,,3603,1975,141,141,http://localhost/purchaseCart,17532,0,0,,,,,,
1.65546E+12,4631,logout,200,OK,Workers 1-31,text,TRUE,,2377,464,141,141,http://localhost/logout,4631,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-31,text,TRUE,,480,0,141,141,null,0,0,0,,,,,,
1.65546E+12,17731,Purchase Items,200,OK,Workers 1-110,text,TRUE,,3711,2035,140,140,http://localhost/purchaseCart,17731,0,1,,,,,,
1.65546E+12,4991,logout,200,OK,Workers 1-5,text,TRUE,,2378,476,140,140,http://localhost/logout,4991,0,1,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-5,text,TRUE,,477,0,140,140,null,0,0,0,,,,,,
1.65546E+12,18029,Purchase Items,200,OK,Workers 1-4,text,TRUE,,3711,1975,139,139,http://localhost/purchaseCart,18029,0,0,,,,,,
1.65546E+12,18196,Purchase Items,200,OK,Workers 1-99,text,TRUE,,3711,1963,139,139,http://localhost/purchaseCart,18196,0,1,,,,,,
1.65546E+12,18435,Purchase Items,200,OK,Workers 1-92,text,TRUE,,3710,1987,139,139,http://localhost/purchaseCart,18435,0,1,,,,,,
1.65546E+12,11903,Purchase Items,200,OK,Workers 1-116,text,TRUE,,3711,1963,139,139,http://localhost/purchaseCart,11903,0,1,,,,,,
1.65546E+12,18522,Purchase Items,200,OK,Workers 1-90,text,TRUE,,3712,2071,139,139,http://localhost/purchaseCart,18522,0,1,,,,,,
1.65546E+12,12170,Purchase Items,200,OK,Workers 1-119,text,TRUE,,3712,2023,139,139,http://localhost/purchaseCart,12170,0,1,,,,,,
1.65546E+12,18502,Purchase Items,200,OK,Workers 1-91,text,TRUE,,3710,1951,139,139,http://localhost/purchaseCart,18502,0,1,,,,,,
1.65546E+12,5866,logout,200,OK,Workers 1-76,text,TRUE,,2377,473,139,139,http://localhost/logout,5866,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-76,text,TRUE,,479,0,139,139,null,0,0,0,,,,,,
1.65546E+12,18732,Purchase Items,200,OK,Workers 1-84,text,TRUE,,3600,1987,138,138,http://localhost/purchaseCart,18732,0,1,,,,,,
1.65546E+12,11760,Purchase Items,200,OK,Workers 1-112,text,TRUE,,3711,1963,138,138,http://localhost/purchaseCart,11759,0,1,,,,,,
1.65546E+12,18912,Purchase Items,200,OK,Workers 1-78,text,TRUE,,3712,2011,138,138,http://localhost/purchaseCart,18912,0,0,,,,,,
1.65546E+12,11567,Purchase Items,200,OK,Workers 1-108,text,TRUE,,3711,1987,138,138,http://localhost/purchaseCart,11567,0,1,,,,,,
1.65546E+12,6617,logout,200,OK,Workers 1-75,text,TRUE,,2377,470,138,138,http://localhost/logout,6616,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-75,text,TRUE,,480,0,138,138,null,0,0,0,,,,,,
1.65546E+12,6695,logout,200,OK,Workers 1-44,text,TRUE,,2376,467,137,137,http://localhost/logout,6695,0,1,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-44,text,TRUE,,479,0,137,137,null,0,0,0,,,,,,
1.65546E+12,6876,logout,200,OK,Workers 1-45,text,TRUE,,2377,452,136,136,http://localhost/logout,6876,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-45,text,TRUE,,480,0,136,136,null,0,0,0,,,,,,
1.65546E+12,19348,Purchase Items,200,OK,Workers 1-74,text,TRUE,,3712,2047,135,135,http://localhost/purchaseCart,19347,0,1,,,,,,
1.65546E+12,10979,Purchase Items,200,OK,Workers 1-95,text,TRUE,,3712,1987,135,135,http://localhost/purchaseCart,10979,0,0,,,,,,
1.65546E+12,7420,logout,200,OK,Workers 1-59,text,TRUE,,2377,470,135,135,http://localhost/logout,7420,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-59,text,TRUE,,480,0,135,135,null,0,0,0,,,,,,
1.65546E+12,7641,logout,200,OK,Workers 1-42,text,TRUE,,2376,473,134,134,http://localhost/logout,7641,0,1,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-42,text,TRUE,,480,0,134,134,null,0,0,0,,,,,,
1.65546E+12,14280,Purchase Items,200,OK,Workers 1-148,text,TRUE,,3710,1951,133,133,http://localhost/purchaseCart,14280,0,0,,,,,,
1.65546E+12,20102,Purchase Items,200,OK,Workers 1-47,text,TRUE,,3711,2059,133,133,http://localhost/purchaseCart,20102,0,1,,,,,,
1.65546E+12,20183,Purchase Items,200,OK,Workers 1-55,text,TRUE,,3711,1975,133,133,http://localhost/purchaseCart,20183,0,1,,,,,,
1.65546E+12,20154,Purchase Items,200,OK,Workers 1-57,text,TRUE,,3712,1951,133,133,http://localhost/purchaseCart,20154,0,1,,,,,,
1.65546E+12,20322,Purchase Items,200,OK,Workers 1-49,text,TRUE,,3601,2011,133,133,http://localhost/purchaseCart,20322,0,0,,,,,,
1.65546E+12,10161,Purchase Items,200,OK,Workers 1-79,text,TRUE,,3710,2047,133,133,http://localhost/purchaseCart,10161,0,1,,,,,,
1.65546E+12,11493,Purchase Items,200,OK,Workers 1-104,text,TRUE,,3710,2047,133,133,http://localhost/purchaseCart,11493,0,1,,,,,,
1.65546E+12,89,logout,200,OK,Workers 1-104,text,TRUE,,2376,455,133,133,http://localhost/logout,89,0,1,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-104,text,TRUE,,481,0,133,133,null,0,0,0,,,,,,
1.65546E+12,123,logout,200,OK,Workers 1-79,text,TRUE,,2376,473,132,132,http://localhost/logout,123,0,0,,,,,,
1.65546E+12,0,Debug Sampler,200,OK,Workers 1-79,text,TRUE,,480,0,132,132,null,0,0,0,,,,,,
1.65546E+12,10118,Purchase Items,200,OK,Workers 1-73,text,TRUE,,3681,2035,131,131,http://localhost/purchaseCart,10118,0,1,,,,,,
1.65546E+12,11545,Purchase Items,200,OK,Workers 1-102,text,TRUE,,3645,1951,131,131,http://localhost/purchaseCart,11545,0,1,,,,,,
1.65546E+12,9236,Purchase Items,200,OK,Workers 1-52,text,TRUE,,3681,2047,131,131,http://localhost/purchaseCart,9236,0,0,,,,,,
1.65546E+12,20617,Purchase Items,200,OK,Workers 1-51,text,TRUE,,3680,2011,131,131,http://localhost/purchaseCart,20617,0,0,,,,,,
