timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,
1.65546E+12,153,addProductToCart,200,OK,Workers 1-95,text,TRUE,,3231,821,150,313,http://localhost/addToCart,153,0,0,,,
1.65546E+12,144,addProductToCart,200,OK,Workers 1-8,text,TRUE,,3230,825,150,310,http://localhost/addToCart,144,0,0,,,
1.65546E+12,993,Login,200,OK,Workers 1-18,text,TRUE,,3193,810,150,305,http://localhost/login,993,0,0,,,
1.65546E+12,524,Login,200,OK,Workers 1-88,text,TRUE,,3194,815,150,297,http://localhost/login,524,0,0,,,
1.65546E+12,490,Login,200,OK,Workers 1-93,text,TRUE,,3195,815,150,297,http://localhost/login,490,0,1,,,
1.65546E+12,1076,Login,200,OK,Workers 1-9,text,TRUE,,3193,799,150,297,http://localhost/login,1076,0,0,,,
1.65546E+12,484,Login,200,OK,Workers 1-94,text,TRUE,,3195,820,150,297,http://localhost/login,484,0,0,,,
1.65546E+12,926,Login,200,OK,Workers 1-31,text,TRUE,,3192,800,150,297,http://localhost/login,926,0,0,,,
1.65546E+12,988,Login,200,OK,Workers 1-22,text,TRUE,,3192,815,150,297,http://localhost/login,988,0,1,,,
1.65546E+12,724,Login,200,OK,Workers 1-60,text,TRUE,,3194,835,150,297,http://localhost/login,724,0,0,,,
1.65546E+12,648,Login,200,OK,Workers 1-71,text,TRUE,,3194,805,150,297,http://localhost/login,648,0,1,,,
1.65546E+12,343,Login,200,OK,Workers 1-115,text,TRUE,,3194,826,150,297,http://localhost/login,343,0,0,,,
1.65546E+12,1043,Login,200,OK,Workers 1-15,text,TRUE,,3194,830,150,293,http://localhost/login,1043,0,1,,,
1.65546E+12,965,Login,200,OK,Workers 1-30,text,TRUE,,3192,825,150,293,http://localhost/login,965,0,1,,,
1.65546E+12,642,addProductToCart,200,OK,Workers 1-62,text,TRUE,,3231,816,150,293,http://localhost/addToCart,642,0,1,,,
1.65546E+12,1044,Login,200,OK,Workers 1-16,text,TRUE,,3192,820,150,293,http://localhost/login,1044,0,1,,,
1.65546E+12,945,Login,200,OK,Workers 1-34,text,TRUE,,3193,800,150,293,http://localhost/login,945,0,1,,,
1.65546E+12,695,Login,200,OK,Workers 1-70,text,TRUE,,3194,785,150,293,http://localhost/login,695,0,0,,,
1.65546E+12,579,addProductToCart,200,OK,Workers 1-4,text,TRUE,,3231,795,150,293,http://localhost/addToCart,579,0,0,,,
1.65546E+12,1005,Login,200,OK,Workers 1-26,text,TRUE,,3192,795,150,293,http://localhost/login,1005,0,1,,,
1.65546E+12,932,Login,200,OK,Workers 1-37,text,TRUE,,3194,790,150,293,http://localhost/login,932,0,1,,,
1.65546E+12,1148,Login,200,OK,Workers 1-6,text,TRUE,,3192,794,150,293,http://localhost/login,1148,0,1,,,
1.65546E+12,129,addProductToCart,200,OK,Workers 1-91,text,TRUE,,3232,831,150,293,http://localhost/addToCart,129,0,0,,,
1.65546E+12,719,Login,200,OK,Workers 1-68,text,TRUE,,3194,825,150,293,http://localhost/login,719,0,0,,,
1.65546E+12,323,Login,200,OK,Workers 1-125,text,TRUE,,3194,796,150,293,http://localhost/login,323,0,1,,,
1.65546E+12,633,Login,200,OK,Workers 1-81,text,TRUE,,3193,805,150,293,http://localhost/login,633,0,1,,,
1.65546E+12,716,Login,200,OK,Workers 1-69,text,TRUE,,3195,820,150,293,http://localhost/login,716,0,0,,,
1.65546E+12,731,Login,200,OK,Workers 1-67,text,TRUE,,3195,825,150,293,http://localhost/login,731,0,1,,,
1.65546E+12,646,Login,200,OK,Workers 1-80,text,TRUE,,3194,795,150,293,http://localhost/login,646,0,1,,,
1.65546E+12,1196,Login,200,OK,Workers 1-1,text,TRUE,,3192,794,150,293,http://localhost/login,1196,0,1,,,
1.65546E+12,890,Login,200,OK,Workers 1-45,text,TRUE,,3194,805,150,293,http://localhost/login,890,0,1,,,
1.65546E+12,979,Login,200,OK,Workers 1-33,text,TRUE,,3192,830,150,293,http://localhost/login,979,0,1,,,
1.65546E+12,959,Login,200,OK,Workers 1-36,text,TRUE,,3192,800,150,293,http://localhost/login,959,0,1,,,
1.65546E+12,1036,Login,200,OK,Workers 1-25,text,TRUE,,3194,785,150,293,http://localhost/login,1036,0,0,,,
1.65546E+12,314,addProductToCart,200,OK,Workers 1-73,text,TRUE,,3232,796,150,293,http://localhost/addToCart,314,0,1,,,
1.65546E+12,948,Login,200,OK,Workers 1-38,text,TRUE,,3193,820,150,293,http://localhost/login,948,0,1,,,
1.65546E+12,620,Login,200,OK,Workers 1-85,text,TRUE,,3194,830,150,293,http://localhost/login,620,0,1,,,
1.65546E+12,1046,Login,200,OK,Workers 1-24,text,TRUE,,3193,830,150,293,http://localhost/login,1046,0,0,,,
1.65546E+12,940,Login,200,OK,Workers 1-39,text,TRUE,,3193,820,150,293,http://localhost/login,940,0,1,,,
1.65546E+12,222,Login,200,OK,Workers 1-142,text,TRUE,,3194,806,150,293,http://localhost/login,222,0,1,,,
1.65546E+12,339,Login,200,OK,Workers 1-126,text,TRUE,,3196,836,150,293,http://localhost/login,339,0,1,,,
1.65546E+12,681,Login,200,OK,Workers 1-77,text,TRUE,,3194,805,150,293,http://localhost/login,681,0,1,,,
1.65546E+12,365,Login,200,OK,Workers 1-122,text,TRUE,,3195,811,150,293,http://localhost/login,365,0,1,,,
1.65546E+12,1186,Login,200,OK,Workers 1-5,text,TRUE,,3192,789,150,293,http://localhost/login,1186,0,0,,,
1.65546E+12,338,Login,200,OK,Workers 1-127,text,TRUE,,3196,816,150,293,http://localhost/login,338,0,1,,,
1.65546E+12,363,Login,200,OK,Workers 1-123,text,TRUE,,3194,791,150,293,http://localhost/login,363,0,0,,,
1.65546E+12,165,addProductToCart,200,OK,Workers 1-118,text,TRUE,,3231,821,150,293,http://localhost/addToCart,165,0,0,,,
1.65546E+12,1089,Login,200,OK,Workers 1-20,text,TRUE,,3192,820,150,293,http://localhost/login,1089,0,1,,,
1.65546E+12,1097,Login,200,OK,Workers 1-19,text,TRUE,,3191,815,150,293,http://localhost/login,1097,0,1,,,
1.65546E+12,331,Login,200,OK,Workers 1-129,text,TRUE,,3195,796,150,293,http://localhost/login,331,0,1,,,
1.65546E+12,387,Login,200,OK,Workers 1-121,text,TRUE,,3195,821,150,293,http://localhost/login,387,0,0,,,
1.65546E+12,459,Login,200,OK,Workers 1-111,text,TRUE,,3196,791,150,293,http://localhost/login,459,0,1,,,
1.65546E+12,710,Login,200,OK,Workers 1-76,text,TRUE,,3194,820,150,293,http://localhost/login,710,0,0,,,
1.65546E+12,277,Login,200,OK,Workers 1-138,text,TRUE,,3195,831,150,293,http://localhost/login,277,0,0,,,
1.65546E+12,882,Login,200,OK,Workers 1-52,text,TRUE,,3195,810,150,293,http://localhost/login,882,0,1,,,
1.65546E+12,295,Login,200,OK,Workers 1-136,text,TRUE,,3195,826,150,293,http://localhost/login,295,0,0,,,
1.65546E+12,488,Login,200,OK,Workers 1-109,text,TRUE,,3195,821,150,293,http://localhost/login,488,0,1,,,
1.65546E+12,249,Login,200,OK,Workers 1-143,text,TRUE,,3194,796,150,293,http://localhost/login,249,0,1,,,
